id,name,voltage,amperage,authentication_membership_card,capacity,fee,note,opening_hours,operator,socket_schuko,socket_type2,socket_type2_output,lon,lat
"node/4366557742",null,null,null,null,"3",null,null,"07:00-20:00","RWE-Effizienz",null,"4",null,7.843744,51.6271464
"node/4366813928",null,null,null,null,null,null,null,null,"Hotel & Landgasthof Kramer","1",null,null,9.6957428,50.4942875
"node/4367651276","Lademeile",null,null,null,null,null,null,null,"BMW",null,null,null,11.5703496,48.1913994
"node/4368418469",null,null,null,null,null,null,null,null,null,null,null,null,8.4318523,49.0070782
"node/4368504027",null,null,null,null,null,null,null,"24/7","Stadtwerke Karlsruhe GmbH",null,null,null,8.3423131,49.007492
"node/4368703826",null,null,null,null,"1",null,null,"24/7",null,null,"1",null,8.1100112,48.6681983
"node/4368703827",null,null,null,null,"1",null,null,"24/7",null,null,"1",null,8.1103115,48.6684374
"node/4368929961",null,"400","32","yes","2","yes",null,"24/7","Rewag",null,"2",null,12.2040523,48.9880769
"node/4370454473",null,null,null,null,null,null,null,"Mo-Sa 07:00-20:00",null,null,null,null,10.9317347,48.3804569
"node/4371137997",null,"400","32",null,"2","no",null,"24/7",null,null,"2",null,12.1561808,48.9734036
"node/4371137998",null,"230",null,null,"6","no",null,"Mo-Sa 07:00-20:00",null,"3",null,null,12.1562454,48.9734281
"node/4372055069",null,null,"32","yes","4",null,null,null,"eins energie in sachsen","4","4",null,12.943641,50.8415435
"node/4374349549","Donau-Arena","400","32","yes","2","yes",null,"24/7","Regensburger Wasser- und Energieversorgug AG & Co KG",null,"2",null,12.1322272,49.0260874
"node/4375111445",null,null,null,null,"2",null,null,null,null,null,null,null,8.6294442,51.7365112
"node/4375825138",null,null,"32",null,"2","yes",null,null,"RWE",null,"2",null,6.3742771,51.6118492
"node/4376561944",null,"230",null,null,"3","no",null,"24/7","RWE",null,null,null,8.6044842,51.6709162
"node/4377119098",null,"400","32","yes","2","yes",null,"24/7","RWE",null,"2",null,7.0624973,51.4887617
"node/4378034628",null,"230",null,null,"4",null,null,null,null,"4",null,null,8.6365696,53.7747932
"node/4378882881",null,"400","32",null,"2","yes",null,"24/7","EMB Energieversorgung",null,"2",null,9.2490796,49.7054029
"node/4378882882",null,"400","32",null,"2","yes",null,"24/7","EMB Energieversorgung",null,"2",null,9.2648766,49.7162618
"node/4378882883",null,"400","32",null,"2","yes",null,"24/7","EMB Energieversorgung",null,"2",null,9.2583236,49.7042828
"node/4378882884",null,"400","32",null,"2","yes",null,"24/7","EMB Energieversorgung",null,"2",null,9.2575472,49.7009268
"node/4378926368",null,null,null,null,"1","no",null,"Mo-Sa 08:00-20:00","ALDI Einkauf GmbH & Co. oHG",null,"1",null,11.4665231,48.1925762
"node/4378926369",null,"230",null,null,"3","no",null,null,"ALDI Einkauf GmbH & Co. oHG",null,null,null,11.4662371,48.1927106
"node/4379248830","E-Bike-Ladestation Bergbau-Technik-Park","230",null,null,"4","no",null,null,"enviaM","4",null,null,12.4212855,51.2454305
"node/4379469161","Emmerich Raiffeisenplatz","400","32","yes","2","no",null,"24/7","Stadtwerke Emmerich GmbH","2","2",null,6.2469584,51.8317439
"node/4379469162","Kalkar Grabenstraße","230","32",null,"2","yes",null,"24/7","RWE-Effizienz",null,"2",null,6.2932536,51.7393896
"node/4379469165","Rees Rathaus","400","32",null,"2","yes",null,"24/7","RWE-Effizienz",null,"2",null,6.3971552,51.7576075
"node/4379475237","Aldi Süd - Duisburg, Kommandantenstraße",null,"20",null,"1","no",null,null,"ALDI SÜD",null,"1",null,6.7781152,51.4232801
"node/4379475238","Aldi Süd - Duisburg, Kommandantenstraße","230",null,null,"4",null,null,null,"ALDI SÜD","4",null,null,6.7781044,51.4232876
"node/4379475239",null,null,"20",null,"1","no",null,null,"ALDI SÜD",null,"1",null,6.8990587,51.4275352
"node/4379511279",null,null,null,"yes","4",null,null,"24/7","Euro RastPark Achern",null,null,null,8.037451,48.6408198
"node/4380385579",null,"400","32",null,"2","no",null,"24/7","Landratsamt Miltenberg","1","1",null,9.2520011,49.7040694
"node/4381357398",null,null,null,"yes",null,null,null,null,"Energie- und Wasserversorgung Bruchsal GmbH",null,null,null,8.5846523,49.1249135
"node/4381359494",null,null,null,"yes",null,null,null,null,"Energie- und Wasserversorgung Bruchsal GmbH",null,null,null,8.5981323,49.123864
"node/4381370203",null,null,null,null,null,null,null,null,"Energie- und Wasserversorgung Bruchsal GmbH",null,null,null,8.5973296,49.1236557
"node/4381370204",null,null,null,null,null,null,null,null,"Energie- und Wasserversorgung Bruchsal GmbH",null,null,null,8.6005617,49.1238442
"node/4381379609",null,null,null,"yes",null,null,null,null,"ewb",null,"2",null,8.5913561,49.1372951
"node/4382300522",null,null,null,null,null,null,null,null,"Lechwerke AG","6",null,null,10.8497738,48.5376781
"node/4382953351","Stromtankstelle","400","32",null,null,null,null,"24/7","Lechwerke AG",null,"2",null,10.8555785,48.5502973
"node/4382953352","Stromtankstelle","400","32",null,null,null,null,"24/7","Lechwerke AG",null,"2",null,10.8556503,48.5502986
"node/4383838587",null,null,null,null,"2","yes",null,"24/7","allego",null,"2","11 kW",13.4288033,52.4834435
"node/4384163958",null,null,null,null,null,null,null,null,null,null,null,null,10.3409238,47.7281625
"node/4384163959",null,null,null,null,null,null,null,null,null,null,null,null,10.3110592,47.7289311
"node/4384337729","Saturn",null,null,"yes","2","yes",null,"24/7","Saturn",null,"2","22 kW",10.3197737,47.7486247
"node/4384995598",null,null,null,"any","2","yes",null,"24/7","ene",null,"2",null,6.4743345,50.6342334
"node/4385782490",null,null,null,null,null,null,null,"24/7","Lübeck Netz GmbH",null,null,null,10.8775685,53.9600229
"node/4386688583",null,null,null,null,null,null,null,null,"Total",null,"yes",null,12.1888473,54.0805022
"node/4387342392",null,null,null,null,null,"yes",null,null,null,null,null,null,7.9469213,47.5489626
"node/4389143841",null,null,null,null,"2","yes",null,"24/7","allego",null,"2","11 kW",13.4543603,52.4743456
"node/4390149672",null,null,null,null,null,null,null,null,"LEW",null,null,null,10.2778265,48.4528792
"node/4391429913","E-WALD",null,null,null,null,null,null,null,"E-WALD",null,null,null,13.7759617,48.8256366
"node/4392991794","bike-energy","230",null,null,"8","no",null,null,"Neustädter Waldbad","2",null,null,10.6306188,49.5746121
"node/4393076787",null,"240","16",null,"6","no",null,"Mo-Sa 09:00-22:00; Su 10:00-22:00","NEW","6",null,null,6.3900856,51.2587592
"node/4393111237",null,null,null,null,null,null,null,null,null,null,null,null,10.9427248,49.4316773
"node/4393370726",null,null,null,null,"1","yes",null,"24/7","Gemeinde Gräfelfing",null,"1",null,11.4276568,48.1194725
"node/4394195485",null,"400","16",null,"2","yes",null,null,null,"2","2",null,10.9924003,50.1083002
"node/4394546422",null,null,null,null,null,null,null,null,"ENBW",null,null,null,8.9005016,48.6421418
"node/4395032072",null,"400","32",null,null,null,null,"24/7","Donau-Stadtwerke Dillingen-Lauingen",null,"2",null,10.4914931,48.5788458
"node/4395395797","Ladestelle E-Mobilität",null,null,null,null,null,null,null,null,null,null,null,6.6729153,50.289305
"node/4397050877",null,null,null,"yes","2",null,null,null,"EnBW",null,"2",null,9.1530357,48.8350167
"node/4397710405","bike-energy","400","32",null,"3",null,null,null,null,"2","1",null,10.9411331,51.8072757
"node/4399447460","E-Bike Ladestaton","230","16",null,"3","no",null,"Mo-Sa 07:00-20:00",null,"3",null,null,12.1270245,49.1218097
"node/4399447462","REWAG","400","32",null,"2","no",null,"24/7","Regensburger Wasser- und Energieversorgung AG & Co KG",null,"2",null,12.1271184,49.1217913
"node/4400946393","EAM",null,null,null,null,null,null,"24/7",null,null,null,null,8.3342305,50.7315757
"node/4401886795",null,null,"32",null,"2",null,null,null,"Stromnetz Hamburg","2","2",null,9.9963022,53.5807917
"node/4402175031","innogy Ladesäule Rheinstraße","400","32",null,"2","yes",null,"24/7","innogy SE",null,"2",null,6.4536001,51.6651187
"node/4402185487",null,"230","16",null,"2","no",null,"24/7",null,"2",null,null,6.5128091,51.5750696
"node/4402185488","innogy Ladesäule Rathausstraße","400","32",null,"2","yes",null,"24/7","innogy SE",null,"2",null,6.5129459,51.5750705
"node/4402193600","Stadtwerke Kamp-Lintfort Wilhelmstraße","400","32",null,"2","yes",null,"24/7","Stadtwerke Kamp-Lintfort",null,"2",null,6.5449632,51.5053467
"node/4402580495","Wessner Hof",null,null,null,null,null,null,null,null,null,null,null,12.4606194,47.7680127
"node/4404132243",null,"24,36",null,null,null,null,null,null,null,null,null,null,12.7171787,54.3573641
"node/4404804680",null,null,null,null,"2","no",null,"Mo-Sa 06:00-22:00","Stadtwerke Pforzheim","2","2",null,8.4999331,48.9204544
"node/4405582795",null,null,null,null,null,null,null,null,null,null,null,null,12.6690498,47.8689227
"node/4406426789",null,null,null,null,"2",null,null,"24/7","Tank & Rast",null,"1","43kW",11.2016631,49.3565098
"node/4406867007",null,"400","32",null,"2",null,null,"24/7","Lechwerke AG",null,"2","22kW",10.6022655,48.4064806
"node/4408239261",null,null,null,null,null,null,null,null,null,null,null,null,9.8381406,54.4716448
"node/4408318922","Allego",null,"32",null,null,null,null,null,"Allego",null,"2",null,13.2799896,52.3960356
"node/4408713373",null,null,null,null,null,null,null,null,"Stadtwerke Energie Jena-Pößneck GmbH",null,null,null,11.6025582,50.9463921
"node/4409469499","Triplelader 22 kW",null,"22",null,"1","no",null,"24/7","Vattenfall",null,"1",null,13.3721779,52.4703364
"node/4409472084","Triplelader 50 kW",null,"50","yes","2","yes",null,"24/7","innogy SE",null,"2",null,13.3707266,52.4691966
"node/4409477380","Triplelader 50 kW",null,"50",null,"2","no",null,"Mo-Sa 08:00-22:00","Lidl",null,"1",null,13.3511644,52.4831704
"node/4409616230","EARL","400","32",null,"2",null,null,"24/7","Regensburger Energie- und Wasserversorgung AG & Co KG",null,"2",null,12.1010596,49.0021603
"node/4409616231","der Versorger.Rewag","400","32",null,"2",null,null,"24/7","Regensburger Energie- und Wasserversorgung AG & Co KG",null,"2",null,12.1011101,49.0023816
"node/4409782761",null,null,null,null,null,"no",null,"24/7",null,"2",null,null,8.1372897,48.84226
"node/4410547325",null,null,null,null,null,null,null,null,"Go Electric",null,"1",null,8.7177855,51.6405123
"node/4411340511",null,null,null,"yes","2",null,null,null,"EnBW","2","2",null,9.1232669,48.7299451
"node/4411622061","Dünentherme",null,null,null,null,"yes","Ladende parken 3 Stunden gratis, in der DÜnentherme nachfragen. Dort auch Leihkarten.","24/7","Tourismusservice St. Peter",null,"2",null,8.6044958,54.3162908
"node/4411624587","PelleWelle",null,null,null,null,"no",null,"24/7","Kur- und Tourismusservice Pellworm",null,"1",null,8.6841653,54.5187323
"node/4411858008",null,null,null,null,"4",null,null,"24/7",null,"4",null,null,8.2046652,51.801627
"node/4411951275",null,"230",null,null,"9","no",null,"24/7","BeSte Stadtwerke GmbH","9",null,null,9.1469349,51.4852039
"node/4412310979",null,null,null,null,"2",null,null,null,null,"2","2",null,11.2786674,48.087144
"node/4413081217",null,"400;230","32",null,"2",null,null,null,"Stromnetz Hamburg","2","2",null,9.9635475,53.5647846
"node/4413081218",null,"400;230","32",null,"2",null,null,null,"Stromnetz Hamburg","2","2",null,9.9597088,53.564353
"node/4413081219",null,"400;230","16/32","yes","2",null,null,null,"Stromnetz Hamburg","2","2",null,9.9931421,53.5489347
"node/4415530386",null,null,"32",null,"2",null,null,null,"Stromnetz Hamburg","2","2",null,9.9597399,53.5604618
"node/4416145106",null,null,null,null,null,null,null,null,null,null,null,null,9.1848424,48.8015622
"node/4416972180",null,null,null,null,null,null,null,null,null,null,null,null,13.7451819,52.9792497
"node/4417412191",null,null,"32","yes","2",null,null,null,"Stromnetz Hamburg","2","2",null,10.0308697,53.621429
"node/4417412198",null,null,"32","yes","2",null,null,null,"Stromnetz Hamburg","2","2",null,10.0246402,53.6281368
"node/4417415673",null,null,null,null,"2","no",null,null,null,null,null,null,8.2094894,50.7421183
"node/4417441859",null,null,null,null,"1",null,null,"24/7","Deich- und Hauptsielverband",null,"1",null,9.0708396,54.1471073
"node/4417441875",null,null,null,null,null,null,null,"24/7","Stadtwerke Heide",null,"2",null,9.0919007,54.1935167
"node/4417650506",null,null,null,null,"2",null,null,null,"Versorgungsservice Main-Kinzig GmbH",null,null,null,9.3492875,50.2275134
"node/4417765798","E-Wald","230","16","yes","1",null,null,"24/7","E-Wald GmbH",null,null,null,12.197371,48.933004
"node/4418778260",null,null,null,null,null,null,null,"24/7","Stadtwerke Heide",null,"2",null,9.1094537,54.1932641
"node/4418778261",null,null,null,null,null,"no",null,"24/7","Stadtwerke Heide",null,"2",null,9.100825,54.1951196
"node/4419883894","Freibad Herscheid",null,null,null,"8","no",null,null,"Gemeinde Herscheid","4",null,null,7.7431843,51.1756197
"node/4420098689",null,null,null,null,null,null,null,null,"RWE",null,null,null,9.8810368,50.2631237
"node/4421656948",null,null,null,null,null,null,null,null,null,null,null,null,8.707931,50.5889724
"node/4422682618",null,null,null,null,null,"yes",null,null,"EWE",null,null,null,7.6767482,52.852
"node/4422744246",null,null,"32","yes","2",null,null,null,"Stromnetz Hamburg","2","2",null,10.0248594,53.6022651
"node/4423209318",null,null,null,null,null,null,null,null,null,null,null,null,9.2453055,48.7712417
"node/4423473012",null,null,null,"yes","2",null,null,null,"E-Werk Mittelbaden","1","1",null,7.8821882,48.3734544
"node/4423663036",null,null,null,null,"4",null,null,"Mo-Th 10:00-20:00, Fr 10:00-22:00, Sa 10:00-20:00","IKEA Deutschland GmbH & Co. KG",null,null,null,7.2541222,51.3101183
"node/4423976280","Ladestation im City-Parkhaus",null,null,null,null,null,null,null,"Stadtwerke Friedberg",null,null,null,8.7575534,50.3378107
"node/4423995162","Ladestation Mönkedieckstraße",null,null,null,"2",null,null,"24/7","Stadtwerke Osnabrück","2","2",null,8.060433,52.2986938
"node/4424032891","Ladestation Stadtwerke Osnabrück",null,null,null,"2",null,null,"Mo-Fr 06:00-20:00","Stadtwerke Osnabrück","1","2",null,8.0544327,52.2775982
"node/4424351553","Ladestation FMO",null,null,null,"3",null,null,"24/7","Stadtwerke Osnabrück","2","3",null,7.6943657,52.1290229
"node/4425676807",null,null,null,null,null,null,null,null,"EnBW AG",null,"1",null,8.3111047,49.0143935
"node/4425676808",null,null,null,null,null,null,null,null,"EnBW AG",null,"1",null,8.3110356,49.0143939
"node/4426172719",null,null,null,null,null,"yes",null,"24/7","SWE Stadtwerke Erfurt GmbH",null,null,null,11.038195,50.9730933
"node/4426172720",null,null,null,null,null,"yes",null,"24/7","SWE Stadtwerke Erfurt GmbH",null,null,null,11.0381684,50.9730941
"node/4426172721",null,null,null,null,null,"yes",null,"24/7","SWE Stadtwerke Erfurt GmbH",null,null,null,11.0381333,50.973095
"node/4426172723",null,null,null,null,null,"yes",null,"24/7","SWE Stadtwerke Erfurt GmbH",null,"1",null,11.0384366,50.9732185
"node/4427542481",null,"400","16",null,"3",null,null,null,"Sparda Bank","3",null,null,11.5536406,48.1423715
"node/4428094011",null,null,null,null,null,null,null,null,"Skoda",null,null,null,7.1926316,51.4867474
"node/4428535668",null,null,"125",null,"1",null,null,null,"Nissan",null,null,null,11.6427373,48.1386618
"node/4429371556",null,null,null,null,null,null,null,null,"RWE",null,null,null,6.4641354,51.8341392
"node/4429415840",null,null,null,null,null,"no",null,null,null,null,null,null,7.7247655,49.0870935
"node/4431452847","REWAG","400","32",null,"2","yes",null,"24/7","Regensburger Energie- und Waserversorgung AG & Co KG",null,"2",null,12.0967122,49.0156977
"node/4432353099",null,null,null,null,null,null,null,null,"Robert Bosch GmbH",null,null,null,8.4765351,49.0174676
"node/4432927411",null,null,null,"yes","2",null,null,null,"EnBW","2","2",null,9.2080124,48.7824397
"node/4433190205",null,"230",null,null,null,null,null,null,"RWE","2",null,null,6.3381788,51.7923103
"node/4435558891",null,null,"32","yes","2",null,null,null,"Stromnetz Hamburg","2","2",null,10.0207381,53.5708687
"node/4435581651",null,null,null,"yes","2",null,null,null,"Stadtwerke Freudenstadt","2","2",null,8.4094248,48.4670072
"node/4437375216","2048",null,null,"yes","2",null,null,null,"E-Werk Mittelbaden",null,"2","22 Kw",8.2002372,48.2711686
"node/4437375219",null,null,null,"yes","2",null,null,null,"E-Werk Mittelbaden","1","1",null,8.0615991,48.3453673
"node/4437640615",null,null,null,"yes","3","no",null,"24/7","RWE",null,"1","22 kW",6.8474365,50.9799598
"node/4438030401",null,null,null,null,null,null,null,null,null,null,null,null,8.569349,49.4678621
"node/4438283636",null,null,"32",null,"2",null,null,null,"innogy",null,"2",null,6.37456,51.4561542
"node/4438696224",null,null,null,null,"2",null,null,null,"eins energie in sachsen",null,null,null,12.9258358,50.8451712
"node/4440568446","Ladepunkt Hämmelmann WÜ-Heidingsfeld",null,null,null,"1","no",null,null,null,null,"1",null,9.9669133,49.7553987
"node/4440793658","REWAG","400","32",null,"2","yes",null,"24/7","Regensburger Wasser- und Energieversorgung AG & Co KG",null,"2",null,12.2071749,49.0283407
"node/4440921915",null,null,null,null,null,null,null,null,"RWE eMobility",null,null,null,7.4733127,51.4994472
"node/4440937987",null,null,null,null,"7","no",null,null,"RWE eMobility",null,null,null,7.2845316,51.4951596
"node/4440937988",null,null,null,null,"4",null,null,null,"Ruhrpark Bochum",null,null,null,7.277317,51.4956779
"node/4441175269",null,null,null,null,"2","no",null,"24/7","NEW RWE",null,"2",null,6.4041048,51.2609577
"node/4441686570",null,null,null,"yes",null,null,null,null,"E-Werk Mittelbaden","1","1",null,8.2182484,48.3169787
"node/4441707767",null,null,null,"yes","2","no",null,null,"Gemeindewerke Baiersbronn",null,"2",null,8.3704451,48.5088705
"node/4442756187",null,null,null,null,"2",null,null,null,"Stromnetz Hamburg","2","2",null,9.9697611,53.5811264
"node/4444219172",null,null,null,"yes","2",null,null,"Mo-Sa 07:00-19:00","EVG Sankt Augustin",null,"2","22 kW",7.1831535,50.7804462
"node/4444347683","Renault Boden",null,null,null,null,null,null,null,"Renault Boden",null,null,null,7.052841,51.4717266
"node/4444579679","P&charge",null,null,null,null,null,null,null,"SWN",null,null,null,10.860541,50.125804
"node/4447454050",null,"230",null,null,null,null,null,null,"Palais Vest",null,null,null,7.1999137,51.6126595
"node/4447497255",null,null,null,null,null,null,null,"Tu-Sa 10:00-17:00","Umspannwerk Recklinghausen",null,null,null,7.2091173,51.5611402
"node/4448235432",null,null,null,null,null,null,null,null,null,null,null,null,9.8994575,49.4889271
"node/4448939715","Ladestation Hannoversche Straße",null,null,null,"2",null,null,"24/7","Stadtwerke Osnabrück","2","2",null,8.0621083,52.2650087
"node/4449242557","E-Bike Ladestation",null,null,null,null,"no",null,"24/7","Stadt Heidelberg",null,null,null,8.6676572,49.3900323
"node/4449330723","e mobile",null,null,null,"2",null,null,null,"RWE",null,null,null,10.7253485,50.2775661
"node/4449450883","Ladestation Rosenplatz",null,null,null,"2",null,null,"24/7","Stadtwerke Osnabrück","2","2",null,8.0549262,52.2659143
"node/4449469687","Ladestation Schinkelbad",null,null,null,"1",null,null,"24/7","Stadtwerke Osnabrück","1","1",null,8.0829855,52.280911
"node/4449531437","Ladestation ICO",null,null,null,"1",null,null,"24/7","Stadtwerke Osnabrück","1","1",null,8.0187053,52.2879855
"node/4449619902",null,null,null,null,null,null,null,null,null,null,null,null,9.3412243,48.6256802
"node/4449619903",null,null,null,null,null,null,null,null,null,null,null,null,9.3362263,48.6269111
"node/4449619904",null,null,null,null,null,null,null,null,null,null,null,null,9.3437,48.6278163
"node/4449619905",null,null,null,null,null,null,null,null,null,null,null,null,9.3338083,48.6284505
"node/4449619908",null,null,null,null,null,null,null,null,null,null,null,null,9.3308277,48.6287176
"node/4449619923",null,null,null,null,null,null,null,null,null,null,null,null,9.3274928,48.6317969
"node/4450615394","EnBW","400","32",null,"2","yes",null,"24/7","EnBE","2","2",null,9.1797601,48.7827556
"node/4451615721","E-Tankstelle \"Kyffhäuser-Therme\"",null,null,null,null,null,null,null,"Kur und Tourismus GmbH Bad Frankenhausen",null,null,null,11.1022131,51.3555732
"node/4452299990",null,null,null,null,null,null,null,null,"BEW",null,null,null,7.3889684,51.1183983
"node/4452437381",null,null,"32",null,"2",null,null,null,"Stromnetz Hamburg","2","2",null,9.9302474,53.5511907
"node/4453077778","e-TANKE",null,null,"yes","2","yes",null,"24/7","e-regio GmbH & Co. KG","2","2","22 kW",6.8133525,50.6313843
"node/4453184586","Stadtsparkasse Rahden","400","32",null,"1","yes",null,null,"innogy",null,"2",null,8.6149276,52.4332842
"node/4453282109",null,null,"32","yes","2",null,null,null,"Stromnetz Hamburg","2","2",null,9.9959955,53.5594668
"node/4453392182",null,null,null,"yes","2",null,null,null,"Gemeindewerke Baiersbronn",null,"2",null,8.3662721,48.6072275
"node/4453915180",null,null,null,null,null,null,null,null,null,null,null,null,9.8340447,52.4909825
"node/4453916109",null,null,null,null,null,null,null,null,null,null,null,null,9.8319569,52.489479
"node/4454781916","e-TANKE",null,null,"yes","2","yes",null,"Mo-Fr 08:00-18:00","e-regio GmbH & Co. KG","2","2","22 kW",6.8351703,50.6475624
"node/4454781917","e-TANKE",null,null,"yes","2","yes",null,"24/7","e-regio GmbH & Co. KG","2","2","22 kW",6.8035945,50.6670318
"node/4455479992",null,null,null,null,null,null,null,null,"Auto-Vorbeck GmbH",null,null,null,10.262568,53.4888845
"node/4456524168",null,null,null,null,null,"yes",null,"Mo-Fr 09:00-18:00; Sa 09:00-13:00","Autodom GmbH",null,null,null,8.7297104,48.9157684
"node/4456693023",null,null,null,null,null,null,null,null,null,null,null,null,13.0891309,49.1715906
"node/4458083853","Ladestation Stadtwerke Elmshorn",null,"32",null,"2",null,null,"24/7","Stadtwerke Elmshorn","2","2",null,9.6500684,53.7481153
"node/4458810844","Strom-Schnell-Ladestation",null,null,null,"2",null,null,"24/7","Stadtwerke Speyer GmbH",null,null,null,8.4105806,49.335882
"node/4458878592",null,"400",null,null,null,null,null,null,"innogy",null,null,null,6.4823264,50.8022816
"node/4458878593",null,"400",null,null,null,null,null,"24/7","RWE",null,null,null,6.4696069,50.8071069
"node/4458878594",null,"400",null,null,null,null,null,"24/7","RWE",null,null,null,6.474367,50.8128499
"node/4459644803","Kloster Raitenhaslach",null,null,null,"1","no",null,"24/7","Klostergasthof Raitenhaslach","1",null,null,12.7860448,48.1281643
"node/4460470372","E-Bike Ladestation",null,null,null,"4",null,null,null,null,null,null,null,7.4271225,50.6220192
"node/4460655907",null,null,null,"yes","2",null,null,"24/7","The New Motion",null,"2",null,12.7679127,50.7135611
"node/4460749414","Üz Ladestation Gramschatzer Wald","400;500","32;125",null,"4",null,null,"24/7","Unterfränkische Überlandzentrale eG",null,"2",null,10.0015223,49.9121274
"node/4461183389",null,null,null,null,null,null,null,null,null,null,null,null,9.0783329,49.9183955
"node/4461684647",null,null,"32",null,"2",null,null,null,"Stromnetz Hamburg","2","2",null,10.2112438,53.513264
"node/4461688087",null,null,null,null,null,null,null,null,null,null,null,null,7.3938894,53.0776351
"node/4462275207","Courage+Khazaka electronic GmbH",null,null,null,null,"no",null,null,"Courage+Khazaka electronic GmbH",null,null,null,6.8842131,50.9797924
"node/4463254628",null,"400;230","16",null,"2",null,null,null,"Stromnetz Hamburg","2","2",null,9.9488644,53.5699352
"node/4463289184",null,"400;230","32",null,"2",null,null,null,"Stromnetz Hamburg","2","2",null,9.9672645,53.5624627
"node/4463799780","e-TANKE",null,null,"yes","2","yes",null,"Mo-Fr 08:00-18:00","e-regio GmbH & Co. KG","2","2","22 kW",6.8351914,50.6474794
"node/4463894527","Tank-E",null,null,null,null,null,null,null,null,null,null,null,6.9487327,50.7677697
"node/4464383252","Fahrrad-Ladestation",null,null,null,null,null,null,null,null,null,null,null,11.3937583,50.9404567
"node/4465307739",null,null,null,null,"2",null,null,null,"Rheinenergie AG",null,null,null,6.9068456,50.938889
"node/4467375734",null,null,null,null,null,null,null,null,"innogy",null,null,null,9.8824704,50.2676201
"node/4467543545","Innogy Haidt Süd",null,null,null,"2","yes",null,"24/7","innogy eMobility Solutions GmbH",null,"1","43 kW",10.2461792,49.7793159
"node/4467553211",null,null,null,null,null,null,null,null,"RWE",null,"1",null,11.4692008,48.8374676
"node/4469143386","Aldi Süd Ladestation",null,null,null,"2","no",null,null,"Aldi Süd","3","1",null,8.9932725,48.6856817
"node/4474611636",null,"230",null,null,"6",null,null,null,null,"6",null,null,9.9865038,50.4603479
"node/4474995340",null,null,"32",null,"2",null,null,"24/7","Stromnetz Hamburg","2","2","22 kW",9.9750472,53.5886596
"node/4475045171","e-Mobility-Station",null,null,"yes","4","no",null,"24/7","Volkswagen",null,"2","43 kW",13.7540784,51.0437542
"node/4475078266",null,"400","32","yes","1","yes",null,"24/7","Energie- und Wasserversorgung Bruchsal GmbH","2","2",null,8.6473838,49.2195419
"node/4475078267",null,null,null,null,null,null,null,null,"Energie- und Wasserversorgung Bruchsal GmbH",null,"1",null,8.6593324,49.2205046
"node/4475126975",null,null,null,null,null,null,null,null,"Energie- und Wasserversorgung Bruchsal GmbH",null,"2",null,8.6304266,49.1583195
"node/4475126976",null,null,null,null,null,null,null,null,"Energie- und Wasserversorgung Bruchsal GmbH",null,"2",null,8.6242109,49.172409
"node/4476438170","Elektro-Bike Ladestation",null,null,null,null,null,null,null,null,"3",null,null,10.1757092,49.86126
"node/4477116815",null,null,null,null,"2",null,null,"24/7","Allego GmbH",null,"2",null,13.3299489,52.510267
"node/4477705154",null,null,null,"yes",null,"yes",null,"24/7","Allego",null,"2",null,11.2915116,49.5027456
"node/4477705155",null,null,null,null,"2",null,null,"24/7","Tank & Rast",null,"1",null,11.4722089,48.8363112
"node/4477705156",null,null,null,null,"2",null,null,"24/7","Tank & Rast",null,"1",null,11.4721378,48.8363125
"node/4477705157",null,null,null,null,"2",null,null,"24/7","Tank & Rast",null,"1",null,11.4720628,48.8363139
"node/4477927108","Elisenstraße Mast 8",null,null,null,"1",null,null,null,null,null,"1",null,11.5642088,48.1412795
"node/4480209625",null,null,null,null,null,null,null,null,null,null,null,null,9.0116258,51.6220847
"node/4483154701","E-Tanking",null,null,null,"2",null,null,null,"Stadtwerke Speyer GmbH",null,null,null,8.4303304,49.3191328
"node/4484076352","EnBW Ladestation",null,null,"yes","2","yes",null,"24/7","EnBW",null,"2",null,9.1702754,48.7743799
"node/4484076353","EnBW Ladestation",null,null,"yes","2","yes",null,"24/7","EnBW",null,"2",null,9.1701332,48.7746106
"node/4484076354","EnBW Ladestation",null,null,"yes","2","yes",null,"24/7","EnBW",null,"2",null,9.1700957,48.7746353
"node/4484076355","EnBW Ladestation",null,null,"yes","2","yes",null,"24/7","EnBW",null,"2",null,9.1700581,48.7746592
"node/4485201837",null,null,null,null,null,null,null,null,null,null,null,null,10.2624086,51.5125453
"node/4485220736",null,null,null,null,"2",null,null,null,"innogy eRoaming",null,"1","43kW",10.8753286,48.4249995
"node/4485964641",null,"400",null,"yes","2","yes",null,"24/7","RWE",null,"2",null,7.869392,50.7912599
"node/4486909945",null,null,null,null,null,null,null,null,null,null,null,null,13.2765953,52.6933074
"node/4487014958",null,null,null,null,null,null,null,null,null,null,"2",null,9.1514799,49.9840664
"node/4488548473",null,null,null,"yes","2","yes",null,null,"OPG",null,"1",null,13.7347647,51.0455528
"node/4491235894",null,"24;36",null,null,"2","no",null,null,"E-Center frauEn",null,null,null,9.527206,53.9320164
"node/4492221393","E-Bike Tankstellen","230",null,null,null,null,null,null,null,null,null,null,9.4965738,48.3094658
"node/4492732129","Rathaus",null,null,null,null,"yes",null,"24/7","Stadtwerke Husum GmbH",null,"2",null,8.9408339,54.3167258
"node/4493193067",null,null,null,null,"2",null,null,null,"Stromnetz Hamburg",null,"1",null,9.9781266,53.5478149
